country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
UK,Charlie Bigham's,premium ready meals,P1,active,"premium UK ready-meal brand with oven-ready curries, pies, fish dishes, and restaurant-at-home demand",https://www.charliebighams.com/,retail affiliate,official_and_news_source_checked_2026-06-24,Promote from candidate to UK premium ready-meal pages
UK,Mindful Chef Ready Meals,prepared meals,P2,active_route_check,UK prepared meal variant attached to Mindful Chef healthy recipe-box ecosystem,https://www.mindfulchef.com/,affiliate application,official_source_checked_2026-06-24,Promote prepared-meal variant with active product caveat
UK,Balance Meals,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Perfectly Fresh,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Gym Food UK,prepared meals,P3,candidate_unverified,fitness meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Prep Perfect,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Nutribombz Meal Prep,prepared meals,P3,candidate_unverified,fitness meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,The Meal Prep Co,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Power Prep Meals,prepared meals,P3,candidate_unverified,fitness meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Macro Meals UK,prepared meals,P3,candidate_unverified,macro meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Fuel Station,prepared meals,P3,candidate_unverified,prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Muscle Meals UK,prepared meals,P3,candidate_unverified,fitness meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Fit Kitchen UK,prepared meals,P3,candidate_unverified,fitness meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Prepped Pots UK,prepared meals,P3,candidate_unverified,prepared meal candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Nourish Fit Food,prepared meals,P3,candidate_unverified,prepared meal candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Eat Clean Meal Prep UK,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Yorkshire Prep Kitchen,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,London Meal Prep,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Manchester Meal Prep,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,The Fitness Fridge,prepared meals,P3,candidate_unverified,fitness meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Prepped by Brek,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,No1 Food Prep,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Freshly Prepared UK,prepared meals,P3,candidate_unverified,prepared meal candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Fit Fuel UK,prepared meals,P3,candidate_unverified,fitness meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,The Meal Prep Market,prepared meals,P3,candidate_unverified,marketplace candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Macro Food Co,prepared meals,P3,candidate_unverified,macro meal candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Root Kitchen,plant-based prepared meals,P3,candidate_unverified,plant-based meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Vegan Kind Meal Boxes,plant-based meals,P3,candidate_unverified,vegan box candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,BOL Foods,ready meals,P3,candidate_unverified,retail ready meals adjacent,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,itsu Grocery Meals,ready meals,P3,candidate_unverified,retail ready meals adjacent,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
UK,Gusto Organic,prepared meals,P3,candidate_unverified,verify brand fit,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,The Good Food Co Ireland,prepared meals,P3,candidate_unverified,prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,Meals4Health,prepared meals,P3,candidate_unverified,health-focused prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,Healthy Kitchen Ireland,prepared meals,P3,candidate_unverified,prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,Dublin Meat Company Ready Meals,prepared meals,P3,candidate_unverified,ready meals adjacent,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,Freshii Ireland Meal Boxes,prepared meals,P3,candidate_unverified,prepared meals adjacent,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,The Meal Prep Company Ireland,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,Fit Food Dublin,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,Clean Eats Ireland,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,Macro Meals Ireland,prepared meals,P3,candidate_unverified,macro meal candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,Protein Prep Ireland,prepared meals,P3,candidate_unverified,fitness meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,Dublin Meal Prep,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,Cork Meal Prep,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,Galway Meal Prep,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,The Good Chef Ireland,prepared meals,P3,candidate_unverified,prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,Ready Chef Ireland,prepared meals,P3,candidate_unverified,prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,Farmhouse Meals Ireland,prepared meals,P3,candidate_unverified,prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Ireland,Vegan Meal Prep Ireland,plant-based prepared meals,P3,candidate_unverified,vegan meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Core Powerfoods,high protein prepared meals,P2,active,Australian frozen high-protein ready meals with fitness and supermarket/freezer demand,https://corepowerfoods.com/,direct partnership,official_source_checked_2026-06-24,Add to AU high-protein frozen meal pages
Australia,Muscle Meals Direct,high protein meal prep,P2,active,Australian performance meal prep delivery brand with high-protein and macro demand,https://musclemealsdirect.com.au/,direct partnership,official_source_checked_2026-06-24,Add to AU fitness prepared meal challenger pages
Australia,Foober,diet prepared meals,P2,active,"Australian keto, weight-loss, and healthy prepared meal delivery brand",https://foober.com.au/,direct partnership,official_source_checked_2026-06-24,"Add to AU keto, weight-loss, and prepared-meal pages"
Australia,Activate Foods,prepared meals,P3,candidate_unverified,prepared meals,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,My Foodie Box,meal kit,P2,candidate_unverified,meal kits,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Dinner Sorted,meal kit,P3,candidate_unverified,family meal planning candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Fit Food Perth,prepared meals,P3,candidate_unverified,regional prepared meals,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Nutrition Station Meals,prepared meals,P3,candidate_unverified,fitness prepared meals,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Eat Fit Food,prepared meals,P2,candidate_unverified,healthy prepared meals,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Gourmet Dinner Service,prepared meals,P2,active,Australian chef-made prepared meal home delivery with large review volume and family dinner relevance,https://www.gourmetdinnerservice.com.au/,direct partnership,official_source_checked_2026-06-24,Promote from candidate to Australia prepared meal pages
Australia,Meal Machine,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Aussie Meal Prep,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Bondi Meal Prep,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Sydney Meal Prep,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Melbourne Meal Prep,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Brisbane Meal Prep,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Perth Meal Prep,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Gold Coast Meal Prep,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,The St Food Co,prepared meals,P3,candidate_unverified,prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Chef Made Meals Australia,prepared meals,P3,candidate_unverified,prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Fresh Meals 2 U,prepared meals,P3,candidate_unverified,prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Healthy Meals Australia,prepared meals,P3,candidate_unverified,prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Macro Meals Australia,prepared meals,P3,candidate_unverified,macro meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,My Prep Australia,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Fit Meals Australia,prepared meals,P3,candidate_unverified,fitness meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,The Meal Prep Shop Australia,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Prep House Australia,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Food4Fitness Australia,prepared meals,P3,candidate_unverified,fitness meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Aussie Muscle Meals,high protein meal prep,P3,active_route_check,Australian fitness meal prep candidate for high-protein and gym meal searches,https://aussiemusclemeals.com.au/,direct partnership,official_source_checked_2026-06-24,Promote from candidate with route caveat
Australia,Vegan Meals Australia,plant-based prepared meals,P3,candidate_unverified,vegan meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Plant Based Meals Australia,plant-based prepared meals,P3,candidate_unverified,vegan meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,You Plate It,meal kit,blocked,candidate_watchlist,verify active/inactive status,,no,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,HelloFresh Market Australia,prepared add-ons,P3,candidate_unverified,marketplace/add-on variant,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Marley Spoon Market Australia,prepared add-ons,P3,candidate_unverified,marketplace/add-on variant,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Weight Watchers Meals Australia,diet meals,P3,candidate_unverified,diet meals adjacent,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Jenny Craig Australia,diet meals,blocked,candidate_watchlist,verify active/inactive status,,no,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Tender Loving Cuisine,senior and diet meals,P1,active,"Australian prepared meal delivery brand for seniors, NDIS-style support, and healthy home meals",https://www.tlc.org.au/,direct partnership,official_source_checked_2026-06-24,Add to AU seniors and special-diet pages
Australia,Meals on Wheels Australia,prepared meals,P3,candidate_unverified,nonprofit/senior meal delivery adjacent,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,Soulara Active,plant-based prepared meals,P3,candidate_unverified,brand variant candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Australia,My Muscle Chef Everyday,prepared meals,P3,candidate_unverified,brand variant candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Fed,prepared meals,P2,candidate_unverified,prepared meals,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Meels,prepared meals,P2,candidate_unverified,prepared meals,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Ethey,prepared meals,P2,active,fresh cooked-to-order prepared meals shipped ready to heat in Canada,https://pgs.ethey.com/,direct partnership,official_source_checked_2026-06-24,Promote from candidate to Canada prepared meal pages
Canada,Prepd Canada,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,MealFix Canada,prepared meals,P2,active,Canadian ready-to-eat meal delivery candidate for prepared meals and convenience demand,https://www.mealfixcanada.com/,direct partnership,official_source_checked_2026-06-24,Add to Canada prepared meal challenger pages
Canada,Plant Prepped,plant-based meal kit,P2,active,Canadian plant-based meal-kit brand for vegan and vegetarian dinner planning,https://plantprepped.com/,direct partnership,official_source_checked_2026-06-24,Add to Canada vegan and plant-based meal-kit pages
Canada,MissFresh,meal kit,P3,closed_or_inactive,Canadian meal-kit brand with historical demand and inactive/watchlist status,https://www.missfresh.com/,not ready,active_status_needs_check_2026-06-24,Use for alternatives intent only until active ordering is proven
Canada,Revive Superfoods Canada,smoothies and prepared foods,P2,active_social_check,Canada smoothie and bowl delivery subscription with chef-crafted nutritionally balanced products,https://revivesuperfoods.com/,affiliate application,social_source_checked_2026-06-24,Promote Canada variant with checkout caveat
Canada,Fresh City Farms Meal Kits,meal kit,P3,candidate_unverified,local grocery meal kits,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,truLOCAL,protein box,P3,candidate_unverified,protein delivery adjacent,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Fresh in your Fridge,prepared meals,P3,candidate_unverified,private meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,MealPro Canada,prepared meals,P3,active,Canadian prepared meal and meal-prep delivery candidate,https://mealpro.ca/,direct partnership,official_source_checked_2026-06-24,Add to Canada prepared meal challenger pages
Canada,Meal Prep Ottawa,prepared meals,P3,active,Ottawa regional meal prep delivery brand with local high-protein prepared meal demand,https://mealpreottawa.com/,direct partnership,official_source_checked_2026-06-24,Add as regional Canada meal prep candidate
Canada,Meal Prep Toronto,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Meal Prep Montreal,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Meal Prep Vancouver,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Meal Prep Calgary,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Meal Prep Edmonton,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Vancouver Meal Prep,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Toronto Meal Prep Shop,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Montreal Meal Prep,prepared meals,P3,candidate_unverified,regional meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,The Good Kitchen Canada,prepared meals,P3,candidate_unverified,prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Healthy Alternative Canada,prepared meals,P3,candidate_unverified,prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Fit Food Canada,prepared meals,P3,candidate_unverified,fitness prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Macro Meals Canada,prepared meals,P3,candidate_unverified,macro meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Fuel Meals Canada,prepared meals,P3,candidate_unverified,fitness meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Power Plate Canada,prepared meals,P3,candidate_unverified,prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,The Meal Prep Co Canada,prepared meals,P3,candidate_unverified,meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Clean Eats Canada,prepared meals,P3,candidate_unverified,prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Vegan Meal Prep Canada,plant-based prepared meals,P3,candidate_unverified,vegan meal prep candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Heart to Home Meals Ontario,frozen senior meals,P2,active_region_check,Ontario senior frozen meal delivery variant from Heart to Home Meals,https://www.hearttohomemeals.ca/,direct partnership,official_source_checked_2026-06-24,Promote regional senior meal variant with delivery-area caveat
Canada,Heart to Home Meals Alberta,frozen senior meals,P2,active_region_check,Alberta senior frozen meal delivery variant from Heart to Home Meals,https://www.hearttohomemeals.ca/,direct partnership,official_source_checked_2026-06-24,Promote regional senior meal variant with delivery-area caveat
Canada,Inspired Go Alberta,ready-to-eat salads and bowls,P3,active_region_check,regional Canadian fresh salad and prepared meal delivery variant for Alberta searches,https://inspiredgo.ca/,direct partnership,official_source_checked_2026-06-24,Promote regional variant with delivery-area caveat
Canada,Yumba Canada,prepared meals,P3,candidate_unverified,verify active/status,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Athletes Kitchen Toronto,prepared meals,P3,candidate_unverified,regional fitness meal prep variant,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Protein Chefs Toronto,prepared meals,P3,candidate_unverified,regional fitness meal prep variant,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,Power Kitchen Canada Toronto,high protein meal prep,P2,active_region_check,Toronto macro-balanced prepared meal and fitness meal-prep variant from Power Kitchen,https://powerkitchen.ca/,direct partnership,official_source_checked_2026-06-24,Promote regional variant with delivery-area caveat
Canada,Goodfood Ready-to-Eat,prepared meals,P2,active_route_check,Goodfood ready-to-eat and prepared meal variant for Canadian convenience searches,https://www.makegoodfood.ca/,affiliate application,official_source_checked_2026-06-24,Promote Canada prepared-meal variant with active product caveat
Canada,Chefs Plate Market,meal kit add-ons,P3,candidate_unverified,brand variant candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
Canada,HelloFresh Market Canada,meal kit add-ons,P3,candidate_unverified,brand variant candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
New Zealand,My Food Bag,meal kit and prepared meals,1,active,major national meal kit and ready-made option,https://www.myfoodbag.co.nz/,needs_research,official_source_checked_2026-06-23,Research affiliate or direct partner path after domain is live.
New Zealand,HelloFresh,meal kit,1,active,major national meal kit,https://www.hellofresh.co.nz/,needs_research,official_source_checked_2026-06-23,Map New Zealand affiliate path separately from US/UK program.
New Zealand,Bargain Box,budget meal kit,2,active,budget national meal kit,https://www.bargainbox.co.nz/,needs_research,official_source_checked_2026-06-23,Research affiliate or direct partner contact.
New Zealand,WOOP,premium meal kit,2,active,premium pre-prepped meal kit,https://woop.co.nz/,needs_research,official_source_checked_2026-06-23,Research direct partnership and affiliate options.
New Zealand,Fitfood,prepared meals,2,active,healthy ready-made meals,https://www.fitfood.co.nz/,needs_research,official_source_checked_2026-06-23,Research affiliate or direct partner contact.
New Zealand,FED.,prepared meals,P1,active,New Zealand ready-made meal delivery brand with prepared dinners and family convenience demand,https://www.fed.co.nz/,direct partnership,official_source_checked_2026-06-24,Add to New Zealand prepared meal anchor set
New Zealand,Angel Delivery,frozen meals,P2,active,"New Zealand frozen meal and care package delivery brand for families, new parents, and easy dinners",https://www.angeldelivery.co.nz/,direct partnership,official_source_checked_2026-06-24,Add to New Zealand frozen and family meal pages
New Zealand,Jess's Underground Kitchen,frozen prepared meals,P1,active,"New Zealand premium ready-to-eat frozen meals, care packages, and gift hampers with nationwide delivery evidence",https://www.juk.co.nz/,direct partnership,official_and_social_source_checked_2026-06-24,Add to New Zealand frozen prepared meal anchor pages
New Zealand,SwoleFoods,fitness prepared meals,3,active,high-protein meal prep,https://swolefoods.co.nz/,needs_research,official_source_checked_2026-06-23,Research affiliate or direct gym/fitness partnership path.
New Zealand,Jamie's Angels,prepared meals,4,active,local senior-focused prepared meals,https://www.jamiesangels.co.nz/,needs_research,official_source_checked_2026-06-23,Treat as local/specialist listing; verify region coverage before broad rankings.
Germany,HelloFresh,meal kit,1,active,major national meal kit,https://www.hellofresh.de/,needs_research,official_source_checked_2026-06-23,Map DACH affiliate path separately from English-market programs.
Germany,Marley Spoon,meal kit and prepared meals,1,active,major meal kit and prepared-meal option,https://marleyspoon.de/,needs_research,official_source_checked_2026-06-23,Research German partner program and compare against HelloFresh.
Germany,Factor,prepared meals,2,active,ready-to-heat high-protein meals,https://www.factormeals.de/?locale=en-DE,needs_research,official_source_checked_2026-06-23,Research whether Factor Germany uses a separate affiliate program.
Germany,Loewenanteil,fitness prepared meals,2,active,organic high-protein ready meals,https://www.loewenanteil.com/en-eu,needs_research,official_source_checked_2026-06-23,Research DTC partner path and local German wording before page polishing.
Germany,Every Foods,plant-based frozen meals,2,active,plant-based frozen prepared meals,https://every-foods.com/en,needs_research,official_source_checked_2026-06-23,Research country coverage and affiliate/direct partner path.
Germany,prepmymeal,fitness prepared meals,2,active,high-protein ready meals,https://prepmymeal.com/?lang=en,needs_research,official_source_checked_2026-06-23,Research affiliate or direct partnership contact.
Germany,wyldr,organic meal kit,3,active,organic personalised meal kit,https://www.wyldr-bio.de/,needs_research,official_source_checked_2026-06-23,Research partner path and localise German category pages.
France,HelloFresh,meal kit,1,active,major national meal kit,https://www.hellofresh.fr/,needs_research,official_source_checked_2026-06-23,Research affiliate or direct partner path after domain is live.
France,Quitoque,meal kit,1,active,French meal kit leader,https://www.quitoque.fr/,needs_research,official_source_checked_2026-06-23,Research affiliate or direct partner path after domain is live.
France,Seazon,prepared meals,1,active,fresh chef-prepared ready meals,https://seazon.fr/,needs_research,official_source_checked_2026-06-23,Research affiliate or direct partner path after domain is live.
France,Cheef,diet prepared meals,2,active,diet and balanced prepared meals,https://www.cheef.fr/,needs_research,official_source_checked_2026-06-23,Research affiliate or direct partner path after domain is live.
france,Dietbon,diet prepared meals,1,active,French diet meal delivery program with weight-loss prepared meals and coaching angle,https://www.dietbon.fr/,affiliate application,official_source_checked_2026-06-24,Add to France diet prepared-meal and weight-loss pages
France,Les Commis,meal kit,2,active,French recipe basket,https://lescommis.com/,needs_research,official_source_checked_2026-06-23,Research affiliate or direct partner path after domain is live.
Netherlands,HelloFresh,meal kit,1,active,major national meal kit,https://www.hellofresh.nl/,needs_research,official_source_checked_2026-06-23,Research affiliate or direct partner path after domain is live.
